id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9729190,Bed and breakfast in Cambridge · ★4.84 · 1 bedroom · 1 bed · 1 private bath,2158200,Joan,,Neighborhood Nine,42.38383,-71.12516,Private room,105,5,147,2023-11-17,1.62,1,105,30,C0095080491
9790965,Home in Cambridge · ★4.91 · 1 bedroom · 1 bed · 1 private bath,50462187,Amy,,Neighborhood Nine,42.38833229906466,-71.12874932865073,Private room,102,1,290,2023-12-03,3.06,1,236,54,C0118470491
9832821,Home in Cambridge · ★4.96 · 2 bedrooms · 3 beds · 1 private bath,50639730,Barbara,,Agassiz,42.38555,-71.1177,Private room,,3,110,2023-11-13,1.61,1,0,21,13693
9938323,Rental unit in Cambridge · ★4.78 · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,The Port,42.36243,-71.09813,Private room,,1,23,2019-05-23,0.24,23,0,0,10794
9940720,Rental unit in Cambridge · ★4.77 · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Mid-Cambridge,42.36855,-71.10837,Private room,,1,13,2019-11-12,0.14,23,0,0,10863
9975650,Rental unit in Cambridge · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,6357472,Layla,,Riverside,42.36665,-71.10795,Entire home/apt,120,31,99,2023-12-12,1.03,1,83,5,
10066136,Serviced apartment in Cambridge · ★4.75 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Cambridge,42.363747,-71.083374,Entire home/apt,278,30,4,2021-01-16,0.05,7,351,0,C0281180491
10066362,Serviced apartment in Cambridge · ★5.0 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Cambridge,42.363747,-71.083374,Entire home/apt,278,13,3,2017-11-17,0.03,7,344,0,C0281180491
10068003,Serviced apartment in Cambridge · ★4.80 · 2 bedrooms · 3 beds · 2 baths,30283594,Global Luxury Suites,,East Cambridge,42.363747,-71.083374,Entire home/apt,363,15,5,2017-09-30,0.06,7,354,0,C0281180491
10138304,Rental unit in Cambridge · ★4.41 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,The Port,42.36279,-71.09794,Private room,,1,34,2019-04-25,0.36,23,0,0,10794
10152128,Rental unit in Cambridge · ★4.70 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,Riverside,42.36716,-71.10729,Private room,,1,23,2020-02-29,0.24,23,0,0,10863
10152514,Rental unit in Cambridge · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,51079261,Riverside,,North Cambridge,42.39443,-71.12586,Private room,,1,28,2019-11-29,0.32,23,0,0,10811
10355885,Condo in Cambridge · ★4.66 · 3 bedrooms · 5 beds · 3 baths,51536389,Amy,,The Port,42.369781494140625,-71.1005630493164,Entire home/apt,255,3,181,2023-12-12,1.87,3,151,34,STR-62355
10366230,Rental unit in Cambridge · ★4.55 · 2 bedrooms · 3 beds · 1 bath,51536389,Amy,,The Port,42.36976,-71.09942,Entire home/apt,145,30,140,2023-07-15,1.47,3,230,2,
10413061,Rental unit in Cambridge · ★4.59 · 2 bedrooms · 3 beds · 2 baths,51536389,Amy,,The Port,42.37046432495117,-71.09992980957031,Entire home/apt,196,3,131,2023-12-16,1.37,3,0,23,STR-66608
10545046,Rental unit in Cambridge · ★4.96 · 2 bedrooms · 2 beds · 1 bath,21745230,Jurek,,North Cambridge,42.39656,-71.13562,Entire home/apt,196,1,253,2023-11-29,2.70,5,205,41,STR-13504
11656940,Rental unit in Cambridge · ★4.88 · 1 bedroom · 2 beds · 1 bath,61855782,Judy,,Agassiz,42.38339,-71.11603,Entire home/apt,226,7,80,2023-11-16,0.85,1,181,10,STR-13985
11836087,Condo in Cambridge · ★4.88 · 1 bedroom · 2 beds · 1 bath,81038,Louisa,,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,208,28,125,2023-11-04,1.33,8,96,3,C0194540491
11944852,Rental unit in Cambridge · ★4.85 · 3 bedrooms · 3 beds · 2 baths,21631889,Ling Yi,,Neighborhood Nine,42.38832,-71.13893,Entire home/apt,290,45,53,2022-11-04,0.57,11,265,0,C0194080491
12038379,Rental unit in Cambridge · ★4.83 · 2 bedrooms · 3 beds · 1 bath,1260886,Mimi And Brian,,Neighborhood Nine,42.38577,-71.13065,Entire home/apt,300,2,125,2023-10-29,1.33,2,35,10,C0234170491
12231967,Rental unit in Cambridge · ★4.88 · 2 bedrooms · 2 beds · 2 baths,65734941,Claudio,,Mid-Cambridge,42.3707,-71.10787,Entire home/apt,500,91,26,2019-06-02,0.28,1,55,0,
12248543,Rental unit in Cambridge · ★4.91 · 3 bedrooms · 4 beds · 2 baths,21631889,Ling Yi,,Neighborhood Nine,42.38764,-71.1387,Entire home/apt,344,90,32,2022-08-13,0.35,11,207,0,C0194080491
12306678,Condo in Cambridge · ★4.88 · 1 bedroom · 2 beds · 1 private bath,66359853,Catherine,,Cambridgeport,42.36026,-71.11455,Private room,81,91,25,2022-06-30,0.27,1,242,0,
12318450,Condo in Cambridge · ★4.88 · 1 bedroom · 1 bed · 1 bath,66604416,Toby & Quinn,,Cambridgeport,42.35769,-71.10946,Entire home/apt,130,1,848,2023-12-20,9.20,4,0,118,STR-218159
12432434,Condo in Cambridge · ★4.77 · 2 bedrooms · 2 beds · 1 bath,43450256,Steve,,Mid-Cambridge,42.37337,-71.1123,Entire home/apt,143,30,117,2023-06-03,1.25,52,279,2,
12489082,Rental unit in Cambridge · ★4.83 · Studio · 1 bed · 1 bath,10069224,Daniel,,Cambridgeport,42.36238,-71.11187,Entire home/apt,100,14,360,2023-12-23,3.91,1,345,28,C0085540491
12522168,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,67827905,Kay,,Mid-Cambridge,42.37205,-71.10033,Entire home/apt,115,91,2,2016-07-19,0.02,1,0,0,
12678652,Home in Cambridge · ★4.78 · 3 bedrooms · 4 beds · 1 bath,68892304,Mark,,Strawberry Hill,42.37775,-71.1497,Entire home/apt,268,2,77,2023-10-30,0.83,4,17,9,STR-13807
12683483,Rental unit in Cambridge · ★4.77 · 2 bedrooms · 3 beds · 2 baths,21631889,Ling Yi,,The Port,42.36916,-71.09664,Entire home/apt,231,30,48,2023-09-01,0.54,11,69,3,C0194080491
12810652,Rental unit in Cambridge · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,42927628,Gema,,East Cambridge,42.37074,-71.08328,Private room,134,2,166,2023-11-12,1.80,4,360,25,C0217910491
13044207,Condo in Cambridge · ★4.99 · 1 bedroom · 1 bed · 1 private bath,39615440,Agnes,,Cambridgeport,42.35961,-71.11068,Private room,98,2,88,2023-10-19,0.97,1,56,19,STR-13896
13073921,Rental unit in Cambridge · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,68892304,Mark,,Strawberry Hill,42.37779,-71.14975,Private room,,1,48,2023-12-10,0.54,4,0,10,STR-13807
13147180,Rental unit in Cambridge · ★4.95 · 1 bedroom · 1 bed · 1 bath,3096821,Carolyn,,The Port,42.36544,-71.10104,Entire home/apt,225,1,100,2023-08-31,1.09,2,93,30,STR-214594
13156403,Rental unit in Cambridge · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,68892304,Mark,,Strawberry Hill,42.37781,-71.14974,Private room,,1,46,2023-11-20,0.50,4,0,10,STR-13807
13169945,Home in Cambridge · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,68892304,Mark,,Strawberry Hill,42.37771,-71.15068,Private room,,1,22,2023-12-17,0.25,4,0,7,STR-13807
13175406,Guest suite in Cambridge · ★4.95 · 1 bedroom · 1 bed · 1 private bath,21745230,Jurek,,North Cambridge,42.3966,-71.13586,Private room,90,2,137,2023-12-21,1.49,5,0,31,STR-13517
13203203,Rental unit in Cambridge · ★4.83 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,The Port,42.36289,-71.09898,Private room,,1,93,2020-01-09,1.03,23,0,0,10794
13209403,Rental unit in Cambridge · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,74045635,Ian,,Cambridgeport,42.36284,-71.10346,Private room,,1,28,2023-08-01,0.31,2,0,6,C0286570491
13281865,Home in Cambridge · ★5.0 · Studio · 1 bed · 1 bath,9939488,Dan,,Neighborhood Nine,42.38885,-71.12527,Entire home/apt,140,91,3,2019-05-15,0.04,1,365,0,
13294153,Rental unit in Cambridge · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,42927628,Gema,,East Cambridge,42.37024,-71.08245,Private room,135,2,233,2023-11-12,2.53,4,360,13,C0193080491
13522694,Guest suite in Cambridge · ★4.96 · 3 bedrooms · 3 beds · 2 baths,36621692,Norma,,Riverside,42.36536,-71.10886,Entire home/apt,250,1,315,2023-12-04,3.71,1,0,37,STR-13637
13546773,Rental unit in Cambridge · ★4.94 · 1 bedroom · 1 bed · 1 bath,28611578,Jessica,,Strawberry Hill,42.37995,-71.15434,Entire home/apt,112,2,449,2023-12-01,5.07,1,17,64,
13586974,Home in Cambridge · ★4.80 · 1 bedroom · 1 bed · 1 private bath,78459716,Christiana,,Riverside,42.37009,-71.11309,Private room,111,1,380,2023-12-05,4.17,4,0,51,STR-15634
13600523,Home in Cambridge · ★4.71 · 1 bedroom · 1 bed · 1 private bath,78459716,Christiana,,Riverside,42.37084,-71.11435,Private room,110,1,354,2023-11-22,3.91,4,0,56,STR-15634
13617148,Rental unit in Cambridge · ★4.55 · 2 bedrooms · 3 beds · 1 bath,45016784,Yan,,Wellington-Harrington,42.3725,-71.08804,Entire home/apt,,30,253,2020-08-10,2.78,2,0,0,
13683876,Serviced apartment in Cambridge · ★5.0 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Cambridge,42.363617,-71.08202,Entire home/apt,189,31,4,2017-08-25,0.05,7,27,0,C0281170491
13953617,Rental unit in Cambridge · ★4.58 · 1 bedroom · 1 bed · 1 bath,12576232,Thomas,,The Port,42.37121,-71.09892,Entire home/apt,80,32,48,2023-11-11,0.54,6,365,1,
13971507,Rental unit in Cambridge · ★4.97 · Studio · 1 bed · 1 bath,83305489,Nelson & Pauline,,Mid-Cambridge,42.37267,-71.10078,Entire home/apt,154,31,91,2023-12-16,1.01,1,198,3,
14069570,Rental unit in Cambridge · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,82946167,Yuan,,Agassiz,42.37813,-71.11195,Private room,50,60,65,2023-05-01,0.78,11,36,1,
14142611,Rental unit in Cambridge · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,42927628,Gema,,East Cambridge,42.36995,-71.08231,Private room,135,2,177,2023-11-10,1.96,4,361,32,C0217920491
14212774,Rental unit in Cambridge · ★4.83 · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Cambridgeport,42.36286,-71.09985,Private room,,1,29,2020-01-31,0.32,23,0,0,10794
14213983,Rental unit in Cambridge · ★4.73 · Studio · 1 bed · 1 bath,1473780,Bernardo,,Riverside,42.36676,-71.11316,Entire home/apt,135,3,11,2020-11-24,0.12,1,0,0,C0276430491
14214169,Rental unit in Cambridge · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,86315677,Irene,,Neighborhood Nine,42.38122,-71.12098,Private room,100,2,211,2023-12-10,2.42,1,283,48,STR-13659
14229298,Serviced apartment in Cambridge · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Cambridge,42.363617,-71.08202,Entire home/apt,189,31,2,2018-12-22,0.02,7,27,0,C0281170491
14251369,Rental unit in Cambridge · ★4.72 · 2 bedrooms · 2 beds · 1 bath,50669996,Shallu,,Cambridgeport,42.36363,-71.1036,Entire home/apt,225,91,131,2021-12-18,1.46,1,364,0,
14449525,Guest suite in Cambridge · ★4.86 · Studio · 1 bed · 1 bath,3603745,Leyla,,West Cambridge,42.37688,-71.14396,Entire home/apt,125,2,293,2023-12-06,3.28,1,345,31,STR-13635
14521992,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,89743014,Samuel,,Riverside,42.3687,-71.11044,Shared room,395,91,1,2016-09-15,0.01,1,0,0,
14536322,Home in Cambridge · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,78459716,Christiana,,Mid-Cambridge,42.37054,-71.11269,Private room,95,1,326,2023-12-03,3.66,4,0,55,STR-15634
14727253,Rental unit in Cambridge · ★4.57 · 1 bedroom · 1 bed · 2 shared baths,12576232,Thomas,,The Port,42.36924,-71.09905,Private room,60,200,14,2023-08-20,0.16,6,116,2,
14754163,Rental unit in Cambridge · ★4.78 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,Cambridgeport,42.36185,-71.09989,Private room,,1,68,2019-11-10,0.77,23,0,0,10794
14758794,Rental unit in Cambridge · ★4.88 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,Cambridgeport,42.36213,-71.10004,Private room,,1,52,2020-02-13,0.58,23,0,0,10794
14759578,Rental unit in Cambridge · ★4.82 · 1 bedroom · 2 beds · 1 bath,92029664,Robert,,East Cambridge,42.37128,-71.08607,Entire home/apt,158,2,215,2023-12-10,2.41,1,0,31,
14841218,Rental unit in Cambridge · ★4.94 · 2 bedrooms · 2 beds · 1 bath,5074009,Jeff&Liz,,Cambridgeport,42.35955047607422,-71.10848236083984,Entire home/apt,249,120,16,2023-07-30,0.18,2,174,1,
14914342,Condo in Cambridge · ★5.0 · 3 bedrooms · 3 beds · 2 baths,8944743,Philip,,Mid-Cambridge,42.37667,-71.11024,Entire home/apt,255,32,18,2023-08-05,0.21,1,179,2,
15023471,Villa in Cambridge · ★4.99 · 2 bedrooms · 2 beds · 2 baths,6627353,Phil,,Mid-Cambridge,42.37522,-71.11034,Entire home/apt,281,2,174,2023-12-10,2.19,1,130,66,STR-15209
15056521,Home in Cambridge · ★4.98 · 1 bedroom · 1 bed · 1 private bath,32532791,Marie,,The Port,42.37019,-71.09931,Private room,132,3,48,2023-11-09,0.55,2,187,14,STR-12096
15084907,Rental unit in Cambridge · ★4.98 · 1 bedroom · 3 beds · 1 bath,95410982,Kemi,,East Cambridge,42.367027,-71.079163,Entire home/apt,162,5,224,2023-11-11,2.63,1,75,25,C0200780491
15125756,Home in Cambridge · ★4.93 · 1 bedroom · 1 bed · 1 private bath,3381894,Serena,,Neighborhood Nine,42.38342,-71.12183,Private room,75,2,306,2023-12-16,3.48,1,0,71,
15191990,Condo in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4883481,Debby,,Mid-Cambridge,42.37267,-71.10846,Entire home/apt,,3,26,2022-10-24,0.29,1,0,0,STR-14868
15235520,Rental unit in Cambridge · ★4.74 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,Cambridgeport,42.3608,-71.0991,Private room,,1,57,2019-12-04,0.65,23,0,0,10794
15285943,Serviced apartment in Cambridge · 1 bedroom · 2 beds · 1 bath,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,323,30,1,2017-01-27,0.01,6,351,0,C0281180491
15295354,Serviced apartment in Cambridge · 1 bedroom · 2 beds · 1 bath,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,323,30,1,2017-02-03,0.01,6,351,0,C0281180491
15295836,Serviced apartment in Cambridge · 1 bedroom · 2 beds · 1 bath,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,323,30,1,2017-01-27,0.01,6,351,0,C0281180491
15295997,Serviced apartment in Cambridge · ★4.75 · 2 bedrooms · 3 beds · 2 baths,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,423,30,4,2023-07-08,0.05,6,365,1,C0281180491
15369556,Serviced apartment in Cambridge · 2 bedrooms · 3 beds · 2 baths,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,423,30,1,2018-10-05,0.02,6,365,0,C0281180491
15512578,Rental unit in Cambridge · ★4.94 · 1 bedroom · 1 bed · 1 bath,11659356,Sue,,The Port,42.36672,-71.09938,Entire home/apt,150,3,310,2023-12-09,3.69,1,298,49,C0056470491
15523233,Rental unit in Cambridge · ★4.46 · 2 bedrooms · 3 beds · 1 bath,87618246,Richard,,West Cambridge,42.37433,-71.13024,Entire home/apt,147,1,314,2023-11-15,3.59,2,183,36,STR-18635
15645066,Condo in Cambridge · ★4.55 · 1 bedroom · 1 bed · 1 bath,43450256,Steve,,East Cambridge,42.36776,-71.08164,Entire home/apt,,1,199,2023-06-18,2.29,52,0,1,
15788977,Condo in Cambridge · ★4.84 · 1 bedroom · 1 bed · 1 bath,102134649,Cambridge,,Neighborhood Nine,42.37858,-71.12297,Entire home/apt,188,3,75,2023-10-26,0.87,1,362,14,C0191060491
15789298,Cottage in Cambridge · ★4.92 · 1 bedroom · 1 bed · 2 shared baths,70969915,Carla & Steve,,North Cambridge,42.39568,-71.13071,Private room,125,4,39,2023-10-24,0.52,2,338,5,STR-13330
15826847,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Riverside,42.36727,-71.10781,Private room,,1,1,2019-11-04,0.02,23,0,0,10863
15827795,Rental unit in Cambridge · ★4.92 · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Mid-Cambridge,42.36932,-71.10824,Private room,,1,12,2020-02-27,0.14,23,0,0,10863
15881987,Rental unit in Cambridge · ★4.75 · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Mid-Cambridge,42.36733,-71.10645,Private room,,1,4,2019-08-31,0.06,23,0,0,10863
15896255,Condo in Cambridge · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,103104550,Michael,,North Cambridge,42.39895,-71.13045,Private room,84,2,50,2022-07-01,0.58,1,155,0,
15929332,Rental unit in Cambridge · ★4.92 · 3 bedrooms · 4 beds · 2 baths,35489146,Ann,,Mid-Cambridge,42.36612,-71.1036,Entire home/apt,400,2,263,2023-11-25,3.05,2,58,28,STR-19477
15930566,Rental unit in Cambridge · ★4.95 · 2 bedrooms · 3 beds · 2 baths,6626676,Kjersti,,Mid-Cambridge,42.37734,-71.10705,Entire home/apt,296,3,242,2023-12-20,3.07,1,0,53,STR-14648
16012632,Rental unit in Cambridge · ★4.86 · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Riverside,42.36769,-71.10836,Private room,,1,22,2022-11-12,0.27,23,0,0,10863
16013016,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Mid-Cambridge,42.36948,-71.10784,Private room,,1,0,,,23,0,0,10863
16013157,Rental unit in Cambridge · ★4.75 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,Mid-Cambridge,42.36924,-71.10703,Private room,,1,12,2019-06-28,0.15,23,0,0,10863
16013859,Rental unit in Cambridge · ★4.30 · 1 bedroom · 1 bed · 1 shared bath,51079261,Riverside,,North Cambridge,42.39416,-71.12701,Private room,,1,20,2020-10-01,0.32,23,0,0,10811
16238299,Rental unit in Cambridge · ★4.87 · 2 bedrooms · 1 bed · 1 bath,13866658,Marta,,Cambridgeport,42.35702,-71.10768,Entire home/apt,150,91,23,2019-09-29,0.28,1,179,0,
16361055,Home in Cambridge · ★4.92 · 2 bedrooms · 2 beds · 1 bath,107139150,Anne,,West Cambridge,42.37506,-71.12506,Entire home/apt,412,2,202,2023-12-03,2.42,1,0,39,Mass Tax ID . 13100123
16380128,Rental unit in Cambridge · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,6030020,Jason,,Cambridgeport,42.35709,-71.1093,Private room,42,21,11,2023-03-19,0.13,5,365,1,
16436214,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 private bath,51079261,Riverside,,Mid-Cambridge,42.36898,-71.10631,Private room,,1,9,2021-08-26,0.16,23,0,0,10863
16532655,Home in Cambridge · ★4.83 · 1 bedroom · 1 bed · 2 shared baths,229695597,Carol,,Wellington-Harrington,42.36962,-71.09,Private room,,30,232,2020-08-19,2.79,1,0,0,
16572261,Rental unit in Cambridge · ★4.84 · 1 bedroom · 2 beds · 1 bath,45224133,Clare,,The Port,42.36915,-71.10089,Entire home/apt,99,91,75,2019-12-05,0.89,4,90,0,
16793673,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,6341616,Stephanie & Ken,,Mid-Cambridge,42.37152,-71.10035,Entire home/apt,130,60,5,2023-04-15,0.06,1,57,1,Cambridge STR-23961
16827017,Serviced apartment in Cambridge · 1 bedroom · 2 beds · 1 bath,22541573,Furnished Quarters,,The Port,42.36532,-71.10285,Entire home/apt,211,30,0,,,15,237,0,
16842241,Home in Cambridge · ★4.56 · 1 bedroom · 2 beds · 1 shared bath,20551003,May,,East Cambridge,42.37258,-71.07988,Private room,68,91,105,2019-10-27,1.27,2,90,0,
16843178,Home in Cambridge · ★4.45 · 1 bedroom · 2 beds · 1 shared bath,20551003,May,,East Cambridge,42.37091,-71.07837,Private room,68,91,108,2019-10-31,1.30,2,90,0,
17285749,Rental unit in Cambridge · ★4.82 · 1 bedroom · 2 beds · 1 bath,116598782,Cinzia,,Agassiz,42.38225,-71.11953,Entire home/apt,116,1,436,2023-12-03,5.32,1,186,50,
17693766,Home in Cambridge · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,40965,Judy,,North Cambridge,42.39419,-71.13291,Private room,141,10,23,2023-10-14,0.28,3,351,7,
17942925,Rental unit in Cambridge · ★4.94 · 2 bedrooms · 3 beds · 1 bath,13307006,Katrin,,North Cambridge,42.39436817610501,-71.12558737198191,Entire home/apt,281,2,199,2023-12-12,2.44,1,105,51,STR-50480
18151308,Rental unit in Cambridge · ★4.99 · 3 bedrooms · 3 beds · 2.5 baths,5862063,Federico,,Mid-Cambridge,42.37742,-71.10877,Entire home/apt,303,1,179,2023-12-22,2.21,1,51,75,
18676360,Rental unit in Cambridge · ★4.95 · 3 bedrooms · 6 beds · 2 baths,35489146,Ann,,The Port,42.36612,-71.10307,Entire home/apt,450,2,224,2023-12-10,2.84,2,0,24,STR-15706
18682931,Home in Cambridge · ★4.98 · 1 bedroom · 1 bed · 1.5 shared baths,28283338,Rae,,Agassiz,42.38447,-71.11662,Private room,,2,86,2021-08-15,1.14,3,0,0,STR-14772
19328997,Home in Cambridge · ★4.98 · 1 bedroom · 1 bed · 1 private bath,83964785,Tanya,,Mid-Cambridge,42.37317,-71.10298,Private room,142,2,159,2023-12-15,2.01,1,0,40,
19423076,Condo in Cambridge · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,132540621,David & Jane,,Neighborhood Nine,42.38888,-71.12653,Entire home/apt,255,2,224,2023-06-04,2.84,1,0,19,STR-13547
19847550,Townhouse in Cambridge · 3 bedrooms · 5 beds · 3.5 baths,111823791,Parker,,The Port,42.36732,-71.09495,Entire home/apt,800,91,0,,,1,178,0,
19942644,Condo in Cambridge · ★4.88 · 1 bedroom · 1 bed · 1 bath,81038,Louisa,,Mid-Cambridge,42.36765,-71.1059,Entire home/apt,166,27,97,2023-11-20,1.25,8,96,4,C0194540491
20074638,Home in Cambridge · ★4.72 · 1 bedroom · 1 bed · 1 bath,55554594,David,,Riverside,42.36586,-71.10985,Entire home/apt,172,2,224,2023-11-19,2.93,1,0,22,C0245140491
20153407,Home in Cambridge · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,16849714,Rachel,,Mid-Cambridge,42.37183,-71.10796,Private room,50,91,13,2017-11-18,0.17,1,90,0,
